,state,county,population,county_name,state_name
51,01,103,119555.0,Morgan County, Alabama
52,01,105,9856.0,Perry County, Alabama
53,01,107,20042.0,Pickens County, Alabama
54,01,109,33277.0,Pike County, Alabama
55,01,111,22615.0,Randolph County, Alabama
56,01,113,58636.0,Russell County, Alabama
57,01,115,86576.0,St. Clair County, Alabama
58,01,117,205951.0,Shelby County, Alabama
59,01,119,13285.0,Sumter County, Alabama
60,01,121,81057.0,Talladega County, Alabama
61,01,123,40958.0,Tallapoosa County, Alabama
62,01,125,202471.0,Tuscaloosa County, Alabama
63,01,127,65593.0,Walker County, Alabama
64,01,129,16909.0,Washington County, Alabama
65,01,131,11119.0,Wilcox County, Alabama
66,01,133,24013.0,Winston County, Alabama
67,02,013,3299.0,Aleutians East Borough, Alaska
68,02,016,5714.0,Aleutians West Census Area, Alaska
69,02,020,299321.0,Anchorage Municipality, Alaska
70,02,050,17885.0,Bethel Census Area, Alaska
71,02,060,942.0,Bristol Bay Borough, Alaska
72,02,068,2125.0,Denali Borough, Alaska
73,02,070,4980.0,Dillingham Census Area, Alaska
74,02,090,100150.0,Fairbanks North Star Borough, Alaska
75,02,100,2528.0,Haines Borough, Alaska
76,02,105,2107.0,Hoonah-Angoon Census Area, Alaska
77,02,110,32524.0,Juneau City and Borough, Alaska
78,02,122,57637.0,Kenai Peninsula Borough, Alaska
79,02,130,13715.0,Ketchikan Gateway Borough, Alaska
80,02,150,13918.0,Kodiak Island Borough, Alaska
81,02,158,7993.0,Kusilvak Census Area, Alaska
82,02,164,1411.0,Lake and Peninsula Borough, Alaska
83,02,170,98679.0,Matanuska-Susitna Borough, Alaska
84,02,180,9879.0,Nome Census Area, Alaska
85,02,185,9681.0,North Slope Borough, Alaska
86,02,188,7723.0,Northwest Arctic Borough, Alaska
87,02,195,3196.0,Petersburg Borough, Alaska
88,02,198,6374.0,Prince of Wales-Hyder Census Area, Alaska
89,02,220,8921.0,Sitka City and Borough, Alaska
90,02,230,1014.0,Skagway Municipality, Alaska
91,02,240,6970.0,Southeast Fairbanks Census Area, Alaska
92,02,261,9522.0,Valdez-Cordova Census Area, Alaska
93,02,275,2401.0,Wrangell City and Borough, Alaska
94,02,282,646.0,Yakutat City and Borough, Alaska
95,02,290,5600.0,Yukon-Koyukuk Census Area, Alaska
96,04,001,72346.0,Apache County, Arizona
97,04,003,128177.0,Cochise County, Arizona
98,04,005,138064.0,Coconino County, Arizona
99,04,007,53179.0,Gila County, Arizona
100,04,009,37529.0,Graham County, Arizona
101,04,011,9224.0,Greenlee County, Arizona
102,04,012,20304.0,La Paz County, Arizona
103,04,013,4088549.0,Maricopa County, Arizona
104,04,015,203629.0,Mohave County, Arizona
105,04,017,108209.0,Navajo County, Arizona
106,04,019,1003338.0,Pima County, Arizona
107,04,021,397604.0,Pinal County, Arizona
108,04,023,46547.0,Santa Cruz County, Arizona
109,04,025,218586.0,Yavapai County, Arizona
110,04,027,203292.0,Yuma County, Arizona
111,05,015,27690.0,Carroll County, Arkansas
112,05,017,11189.0,Chicot County, Arkansas
113,05,019,22684.0,Clark County, Arkansas
114,05,021,15202.0,Clay County, Arkansas
115,05,023,25587.0,Cleburne County, Arkansas
116,05,025,8421.0,Cleveland County, Arkansas
117,05,027,24168.0,Columbia County, Arkansas
118,05,029,21060.0,Conway County, Arkansas
119,05,031,102884.0,Craighead County, Arkansas
120,05,033,61927.0,Crawford County, Arkansas
121,05,035,49511.0,Crittenden County, Arkansas
122,05,037,17329.0,Cross County, Arkansas
123,05,039,7738.0,Dallas County, Arkansas
124,05,041,12234.0,Desha County, Arkansas
125,05,043,18688.0,Drew County, Arkansas
126,05,045,120417.0,Faulkner County, Arkansas
127,05,047,17799.0,Franklin County, Arkansas
128,05,049,12186.0,Fulton County, Arkansas
129,05,051,97119.0,Garland County, Arkansas
130,05,053,18046.0,Grant County, Arkansas
131,05,055,43745.0,Greene County, Arkansas
132,05,057,22208.0,Hempstead County, Arkansas
133,05,059,33440.0,Hot Spring County, Arkansas
134,05,061,13487.0,Howard County, Arkansas
135,05,063,37030.0,Independence County, Arkansas
136,05,065,13461.0,Izard County, Arkansas
137,05,067,17495.0,Jackson County, Arkansas
138,05,069,72385.0,Jefferson County, Arkansas
139,05,071,26025.0,Johnson County, Arkansas
140,05,073,7127.0,Lafayette County, Arkansas
141,05,075,16915.0,Lawrence County, Arkansas
142,05,077,9781.0,Lee County, Arkansas
143,05,079,13935.0,Lincoln County, Arkansas
144,05,081,12616.0,Little River County, Arkansas
145,05,083,21935.0,Logan County, Arkansas
146,05,085,71279.0,Lonoke County, Arkansas
147,05,087,15761.0,Madison County, Arkansas
148,05,089,16404.0,Marion County, Arkansas
149,05,091,43666.0,Miller County, Arkansas
150,05,093,44199.0,Mississippi County, Arkansas
151,05,095,7542.0,Monroe County, Arkansas
152,05,097,9100.0,Montgomery County, Arkansas
153,05,099,8668.0,Nevada County, Arkansas
154,05,101,7988.0,Newton County, Arkansas
155,05,103,24728.0,Ouachita County, Arkansas
156,05,105,10246.0,Perry County, Arkansas
157,05,107,19929.0,Phillips County, Arkansas
158,05,109,11017.0,Pike County, Arkansas
159,05,111,24131.0,Poinsett County, Arkansas
160,05,113,20290.0,Polk County, Arkansas
161,05,115,63107.0,Pope County, Arkansas
162,05,117,8334.0,Prairie County, Arkansas
163,05,119,391806.0,Pulaski County, Arkansas
164,05,121,17584.0,Randolph County, Arkansas
165,05,123,27023.0,St. Francis County, Arkansas
166,05,125,115577.0,Saline County, Arkansas
167,05,127,10661.0,Scott County, Arkansas
168,05,129,7938.0,Searcy County, Arkansas
169,05,131,127351.0,Sebastian County, Arkansas
170,05,133,17193.0,Sevier County, Arkansas
171,05,135,17027.0,Sharp County, Arkansas
172,05,137,12503.0,Stone County, Arkansas
173,05,001,18569.0,Arkansas County, Arkansas
174,05,003,20989.0,Ashley County, Arkansas
175,05,005,40992.0,Baxter County, Arkansas
176,05,007,245231.0,Benton County, Arkansas
177,05,009,37301.0,Boone County, Arkansas
178,05,011,11096.0,Bradley County, Arkansas
179,05,013,5210.0,Calhoun County, Arkansas
180,05,139,40334.0,Union County, Arkansas
181,05,141,16892.0,Van Buren County, Arkansas
182,05,143,219930.0,Washington County, Arkansas
183,05,145,78823.0,White County, Arkansas
184,05,147,6873.0,Woodruff County, Arkansas
185,05,149,21716.0,Yell County, Arkansas
186,06,001,1605217.0,Alameda County, California
187,06,003,1184.0,Alpine County, California
188,06,005,36963.0,Amador County, California
189,06,007,223877.0,Butte County, California
190,06,009,44787.0,Calaveras County, California
191,06,011,21361.0,Colusa County, California
192,06,013,1107925.0,Contra Costa County, California
193,06,015,27628.0,Del Norte County, California
194,06,017,183000.0,El Dorado County, California
195,06,019,963160.0,Fresno County, California
196,06,021,27976.0,Glenn County, California
197,06,023,135182.0,Humboldt County, California
198,06,025,178807.0,Imperial County, California
199,06,027,18326.0,Inyo County, California
200,06,029,871337.0,Kern County, California
201,06,031,150261.0,Kings County, California
202,06,033,64076.0,Lake County, California
203,06,035,31945.0,Lassen County, California
204,06,037,10057155.0,Los Angeles County, California
205,06,039,153366.0,Madera County, California
206,06,041,259358.0,Marin County, California
207,06,043,17645.0,Mariposa County, California
208,06,045,87409.0,Mendocino County, California
209,06,047,265001.0,Merced County, California
210,06,049,9033.0,Modoc County, California
211,06,051,14051.0,Mono County, California
212,06,053,430201.0,Monterey County, California
213,06,055,140823.0,Napa County, California
214,06,057,98639.0,Nevada County, California
215,06,059,3132211.0,Orange County, California
216,06,061,370571.0,Placer County, California
217,06,063,18754.0,Plumas County, California
218,06,065,2323892.0,Riverside County, California
219,06,067,1479300.0,Sacramento County, California
220,06,069,58051.0,San Benito County, California
221,06,071,2106754.0,San Bernardino County, California
222,06,073,3253356.0,San Diego County, California
223,06,075,850282.0,San Francisco County, California
224,06,077,714860.0,San Joaquin County, California
225,06,079,278680.0,San Luis Obispo County, California
226,06,081,754748.0,San Mateo County, California
227,06,083,439395.0,Santa Barbara County, California
228,06,085,1885056.0,Santa Clara County, California
229,06,087,270931.0,Santa Cruz County, California
230,06,089,179228.0,Shasta County, California
231,06,091,2931.0,Sierra County, California
232,06,093,43668.0,Siskiyou County, California
233,06,095,429596.0,Solano County, California
234,06,097,497776.0,Sonoma County, California
235,06,099,530561.0,Stanislaus County, California
236,06,101,95406.0,Sutter County, California
237,06,103,63015.0,Tehama County, California
238,06,105,13180.0,Trinity County, California
239,06,107,455769.0,Tulare County, California
240,06,109,53864.0,Tuolumne County, California
241,06,111,843110.0,Ventura County, California
242,06,113,209671.0,Yolo County, California
243,06,115,73897.0,Yuba County, California
244,08,001,479977.0,Adams County, Colorado
245,08,003,16353.0,Alamosa County, Colorado
246,08,005,617668.0,Arapahoe County, Colorado
247,08,007,12355.0,Archuleta County, Colorado
248,08,009,3648.0,Baca County, Colorado
249,08,011,5816.0,Bent County, Colorado
250,08,013,313961.0,Boulder County, Colorado
251,08,014,62449.0,Broomfield County, Colorado
252,08,015,18507.0,Chaffee County, Colorado
253,08,017,2071.0,Cheyenne County, Colorado
254,08,019,9238.0,Clear Creek County, Colorado
255,08,021,8213.0,Conejos County, Colorado
256,08,023,3590.0,Costilla County, Colorado
257,08,025,5537.0,Crowley County, Colorado
258,08,027,4375.0,Custer County, Colorado
259,08,029,30221.0,Delta County, Colorado
260,08,031,663303.0,Denver County, Colorado
261,08,033,1789.0,Dolores County, Colorado
262,08,035,314238.0,Douglas County, Colorado
263,08,037,52894.0,Eagle County, Colorado
264,08,039,24225.0,Elbert County, Colorado
265,08,041,665171.0,El Paso County, Colorado
266,08,043,46835.0,Fremont County, Colorado
267,08,045,57495.0,Garfield County, Colorado
268,08,047,5708.0,Gilpin County, Colorado
269,08,049,14490.0,Grand County, Colorado
270,08,051,15889.0,Gunnison County, Colorado
271,08,053,856.0,Hinsdale County, Colorado
272,08,055,6521.0,Huerfano County, Colorado
273,08,057,1306.0,Jackson County, Colorado
274,08,059,558810.0,Jefferson County, Colorado
275,08,061,1465.0,Kiowa County, Colorado
276,08,063,8174.0,Kit Carson County, Colorado
277,08,065,7401.0,Lake County, Colorado
278,08,067,53994.0,La Plata County, Colorado
279,08,069,325228.0,Larimer County, Colorado
280,08,071,14322.0,Las Animas County, Colorado
281,08,073,5515.0,Lincoln County, Colorado
282,08,075,21862.0,Logan County, Colorado
283,08,077,148166.0,Mesa County, Colorado
284,08,079,793.0,Mineral County, Colorado
285,08,081,13034.0,Moffat County, Colorado
286,08,083,26006.0,Montezuma County, Colorado
287,08,085,40866.0,Montrose County, Colorado
288,08,087,28288.0,Morgan County, Colorado
289,08,089,18440.0,Otero County, Colorado
290,08,091,4651.0,Ouray County, Colorado
291,08,093,16440.0,Park County, Colorado
292,08,095,4347.0,Phillips County, Colorado
293,08,097,17543.0,Pitkin County, Colorado
294,08,099,12121.0,Prowers County, Colorado
295,08,101,162158.0,Pueblo County, Colorado
296,08,103,6658.0,Rio Blanco County, Colorado
297,08,105,11623.0,Rio Grande County, Colorado
298,08,107,23980.0,Routt County, Colorado
299,08,109,6255.0,Saguache County, Colorado
300,08,111,552.0,San Juan County, Colorado
301,08,113,7767.0,San Miguel County, Colorado
302,08,115,2367.0,Sedgwick County, Colorado
303,08,117,29269.0,Summit County, Colorado
304,08,119,23472.0,Teller County, Colorado
305,08,121,4814.0,Washington County, Colorado
306,08,123,278065.0,Weld County, Colorado
307,08,125,10150.0,Yuma County, Colorado
308,09,001,941618.0,Fairfield County, Connecticut
309,09,003,895699.0,Hartford County, Connecticut
310,09,005,185141.0,Litchfield County, Connecticut
311,09,007,164438.0,Middlesex County, Connecticut
312,09,009,860874.0,New Haven County, Connecticut
313,09,011,272033.0,New London County, Connecticut
314,09,013,151689.0,Tolland County, Connecticut
315,09,015,117078.0,Windham County, Connecticut
316,10,001,171474.0,Kent County, Delaware
317,10,003,551997.0,New Castle County, Delaware
318,10,005,211224.0,Sussex County, Delaware
319,11,001,659009.0,District of Columbia, District of Columbia
320,12,001,256581.0,Alachua County, Florida
321,12,003,27312.0,Baker County, Florida
322,12,005,178361.0,Bay County, Florida
323,12,007,26919.0,Bradford County, Florida
324,12,009,560683.0,Brevard County, Florida
325,12,011,1863780.0,Broward County, Florida
326,12,013,14550.0,Calhoun County, Florida
327,12,015,169642.0,Charlotte County, Florida
328,12,017,140453.0,Citrus County, Florida
329,12,019,200346.0,Clay County, Florida
330,12,021,348236.0,Collier County, Florida
331,12,023,68198.0,Columbia County, Florida
332,12,027,35134.0,DeSoto County, Florida
333,12,029,16084.0,Dixie County, Florida
334,12,031,900890.0,Duval County, Florida
335,12,033,309574.0,Escambia County, Florida
336,12,035,102917.0,Flagler County, Florida
337,12,037,11705.0,Franklin County, Florida
338,12,039,46153.0,Gadsden County, Florida
339,12,041,17033.0,Gilchrist County, Florida
340,12,043,13420.0,Glades County, Florida
341,12,045,15851.0,Gulf County, Florida
342,12,047,14362.0,Hamilton County, Florida
343,12,049,27302.0,Hardee County, Florida
344,12,051,38376.0,Hendry County, Florida
345,12,053,176797.0,Hernando County, Florida
346,12,055,98862.0,Highlands County, Florida
347,12,057,1323059.0,Hillsborough County, Florida
348,12,059,19569.0,Holmes County, Florida
349,12,061,145342.0,Indian River County, Florida
350,12,063,48721.0,Jackson County, Florida
351,12,065,14082.0,Jefferson County, Florida
352,12,067,8742.0,Lafayette County, Florida
353,12,069,317586.0,Lake County, Florida
354,12,071,680970.0,Lee County, Florida
355,12,073,284788.0,Leon County, Florida
356,12,075,39707.0,Levy County, Florida
357,12,077,8285.0,Liberty County, Florida
358,12,079,18560.0,Madison County, Florida
359,12,081,353411.0,Manatee County, Florida
360,12,083,340341.0,Marion County, Florida
361,12,085,153592.0,Martin County, Florida
362,12,086,2664418.0,Miami-Dade County, Florida
363,12,087,77150.0,Monroe County, Florida
364,12,089,77187.0,Nassau County, Florida
365,12,091,195798.0,Okaloosa County, Florida
366,12,093,39420.0,Okeechobee County, Florida
367,12,095,1256055.0,Orange County, Florida
368,12,097,311962.0,Osceola County, Florida
369,12,099,1398757.0,Palm Beach County, Florida
370,12,101,488310.0,Pasco County, Florida
371,12,103,939548.0,Pinellas County, Florida
372,12,105,637691.0,Polk County, Florida
373,12,107,72304.0,Putnam County, Florida
374,12,109,218362.0,St. Johns County, Florida
375,12,111,293136.0,St. Lucie County, Florida
376,12,113,163903.0,Santa Rosa County, Florida
377,12,115,398011.0,Sarasota County, Florida
378,12,117,442905.0,Seminole County, Florida
379,12,119,113589.0,Sumter County, Florida
380,12,121,43653.0,Suwannee County, Florida
381,12,123,22582.0,Taylor County, Florida
382,12,125,15159.0,Union County, Florida
383,12,127,510806.0,Volusia County, Florida
384,12,129,31314.0,Wakulla County, Florida
385,12,131,61528.0,Walton County, Florida
386,12,133,24627.0,Washington County, Florida
387,13,001,18410.0,Appling County, Georgia
388,13,003,8268.0,Atkinson County, Georgia
389,13,005,11251.0,Bacon County, Georgia
390,13,007,3250.0,Baker County, Georgia
391,13,009,45808.0,Baldwin County, Georgia
392,13,011,18336.0,Banks County, Georgia
393,13,013,73340.0,Barrow County, Georgia
394,13,015,101942.0,Bartow County, Georgia
395,13,017,17405.0,Ben Hill County, Georgia
396,13,019,18986.0,Berrien County, Georgia
397,13,021,154194.0,Bibb County, Georgia
398,13,023,12835.0,Bleckley County, Georgia
399,13,025,18403.0,Brantley County, Georgia
400,13,027,15645.0,Brooks County, Georgia
401,13,029,34104.0,Bryan County, Georgia
402,13,031,73141.0,Bulloch County, Georgia
403,13,033,22838.0,Burke County, Georgia
404,13,035,23479.0,Butts County, Georgia
405,13,037,6443.0,Calhoun County, Georgia
406,13,039,52092.0,Camden County, Georgia
407,13,043,10962.0,Candler County, Georgia
408,13,045,113756.0,Carroll County, Georgia
409,13,047,65645.0,Catoosa County, Georgia
410,13,049,12968.0,Charlton County, Georgia
411,13,051,282613.0,Chatham County, Georgia
412,13,053,11882.0,Chattahoochee County, Georgia
413,13,055,25046.0,Chattooga County, Georgia
414,13,057,230629.0,Cherokee County, Georgia
415,13,059,122037.0,Clarke County, Georgia
416,13,061,3068.0,Clay County, Georgia
417,13,063,270269.0,Clayton County, Georgia
418,13,065,6814.0,Clinch County, Georgia
419,13,067,728388.0,Cobb County, Georgia
420,13,069,43042.0,Coffee County, Georgia
421,13,071,46002.0,Colquitt County, Georgia
422,13,073,139904.0,Columbia County, Georgia
423,13,075,17103.0,Cook County, Georgia
424,13,077,135625.0,Coweta County, Georgia
425,13,079,12483.0,Crawford County, Georgia
426,13,081,23061.0,Crisp County, Georgia
427,13,083,16356.0,Dade County, Georgia
428,13,085,22939.0,Dawson County, Georgia
429,13,087,27237.0,Decatur County, Georgia
430,13,089,723902.0,DeKalb County, Georgia
431,13,091,20995.0,Dodge County, Georgia
432,13,093,14089.0,Dooly County, Georgia
433,13,095,92326.0,Dougherty County, Georgia
434,13,097,138283.0,Douglas County, Georgia
435,13,099,10480.0,Early County, Georgia
436,13,101,4025.0,Echols County, Georgia
437,13,103,55852.0,Effingham County, Georgia
438,13,105,19394.0,Elbert County, Georgia
439,13,107,22723.0,Emanuel County, Georgia
440,13,109,10733.0,Evans County, Georgia
441,13,111,24017.0,Fannin County, Georgia
442,13,113,109495.0,Fayette County, Georgia
443,13,115,96199.0,Floyd County, Georgia
444,13,117,203841.0,Forsyth County, Georgia
445,13,119,22188.0,Franklin County, Georgia
446,13,121,996757.0,Fulton County, Georgia
447,13,123,28956.0,Gilmer County, Georgia
448,13,125,3053.0,Glascock County, Georgia
449,13,127,82623.0,Glynn County, Georgia
450,13,129,56079.0,Gordon County, Georgia
451,13,131,25145.0,Grady County, Georgia
452,13,133,16535.0,Greene County, Georgia
453,13,135,874242.0,Gwinnett County, Georgia
454,13,137,43724.0,Habersham County, Georgia
455,13,139,190482.0,Hall County, Georgia
456,13,141,8747.0,Hancock County, Georgia
457,13,143,28667.0,Haralson County, Georgia
458,13,145,32992.0,Harris County, Georgia
459,13,147,25518.0,Hart County, Georgia
460,13,149,11571.0,Heard County, Georgia
461,13,151,214171.0,Henry County, Georgia
462,13,153,149137.0,Houston County, Georgia
463,13,155,9365.0,Irwin County, Georgia
464,13,157,62131.0,Jackson County, Georgia
465,13,159,13571.0,Jasper County, Georgia
466,13,161,14953.0,Jeff Davis County, Georgia
467,13,163,16201.0,Jefferson County, Georgia
468,13,165,9055.0,Jenkins County, Georgia
469,13,167,9694.0,Johnson County, Georgia
470,13,169,28701.0,Jones County, Georgia
471,13,171,18195.0,Lamar County, Georgia
472,13,173,10382.0,Lanier County, Georgia
473,13,175,47802.0,Laurens County, Georgia
474,13,177,29134.0,Lee County, Georgia
475,13,179,63949.0,Liberty County, Georgia
476,13,181,7712.0,Lincoln County, Georgia
477,13,183,17243.0,Long County, Georgia
478,13,185,113898.0,Lowndes County, Georgia
479,13,187,31094.0,Lumpkin County, Georgia
480,13,189,21558.0,McDuffie County, Georgia
481,13,191,13941.0,McIntosh County, Georgia
482,13,193,13846.0,Macon County, Georgia
483,13,195,28362.0,Madison County, Georgia
484,13,197,8646.0,Marion County, Georgia
485,13,199,21195.0,Meriwether County, Georgia
486,13,201,5911.0,Miller County, Georgia
487,13,205,22778.0,Mitchell County, Georgia
488,13,207,27044.0,Monroe County, Georgia
489,13,209,9005.0,Montgomery County, Georgia
490,13,211,17943.0,Morgan County, Georgia
491,13,213,39358.0,Murray County, Georgia
492,13,215,200303.0,Muscogee County, Georgia
493,13,217,103901.0,Newton County, Georgia
494,13,219,35071.0,Oconee County, Georgia
495,13,221,14743.0,Oglethorpe County, Georgia
496,13,223,149830.0,Paulding County, Georgia
497,13,225,26907.0,Peach County, Georgia
498,13,227,29992.0,Pickens County, Georgia
499,13,229,19030.0,Pierce County, Georgia
500,13,231,17843.0,Pike County, Georgia
501,13,233,41263.0,Polk County, Georgia
502,13,235,11460.0,Pulaski County, Georgia
503,13,237,21259.0,Putnam County, Georgia
504,13,239,2095.0,Quitman County, Georgia
505,13,241,16312.0,Rabun County, Georgia
506,13,243,7224.0,Randolph County, Georgia
507,13,245,201418.0,Richmond County, Georgia
508,13,247,87569.0,Rockdale County, Georgia
509,13,249,5089.0,Schley County, Georgia
510,13,251,14114.0,Screven County, Georgia
511,13,253,8696.0,Seminole County, Georgia
512,13,255,64006.0,Spalding County, Georgia
513,13,257,25584.0,Stephens County, Georgia
514,13,259,5791.0,Stewart County, Georgia
515,13,261,31070.0,Sumter County, Georgia
516,13,263,6373.0,Talbot County, Georgia
517,13,265,1904.0,Taliaferro County, Georgia
518,13,267,25260.0,Tattnall County, Georgia
519,13,269,8354.0,Taylor County, Georgia
520,13,271,16405.0,Telfair County, Georgia
521,13,273,9132.0,Terrell County, Georgia
522,13,275,44977.0,Thomas County, Georgia
523,13,277,40691.0,Tift County, Georgia
524,13,279,27160.0,Toombs County, Georgia
525,13,281,10976.0,Towns County, Georgia
526,13,283,6711.0,Treutlen County, Georgia
527,13,285,69314.0,Troup County, Georgia
528,13,287,8151.0,Turner County, Georgia
529,13,289,8363.0,Twiggs County, Georgia
530,13,291,22033.0,Union County, Georgia
531,13,293,26394.0,Upson County, Georgia
532,13,295,68143.0,Walker County, Georgia
533,13,297,87436.0,Walton County, Georgia
534,13,299,35671.0,Ware County, Georgia
535,13,301,5504.0,Warren County, Georgia
536,13,303,20680.0,Washington County, Georgia
537,13,305,30006.0,Wayne County, Georgia
538,13,307,2672.0,Webster County, Georgia
539,13,309,7932.0,Wheeler County, Georgia
540,13,311,28140.0,White County, Georgia
541,13,313,103653.0,Whitfield County, Georgia
542,13,315,8884.0,Wilcox County, Georgia
543,13,317,9924.0,Wilkes County, Georgia
544,13,319,9312.0,Wilkinson County, Georgia
545,13,321,20988.0,Worth County, Georgia
546,15,001,193680.0,Hawaii County, Hawaii
547,15,003,986999.0,Honolulu County, Hawaii
548,15,005,91.0,Kalawao County, Hawaii
549,15,007,70447.0,Kauai County, Hawaii
550,15,009,162456.0,Maui County, Hawaii
551,16,001,425798.0,Ada County, Idaho
552,16,003,3865.0,Adams County, Idaho
553,16,005,83815.0,Bannock County, Idaho
554,16,007,5928.0,Bear Lake County, Idaho
555,16,009,9068.0,Benewah County, Idaho
556,16,011,45261.0,Bingham County, Idaho
557,16,013,21427.0,Blaine County, Idaho
558,16,015,6891.0,Boise County, Idaho
559,16,017,41389.0,Bonner County, Idaho
560,16,019,108989.0,Bonneville County, Idaho
561,16,021,11141.0,Boundary County, Idaho
562,16,023,2592.0,Butte County, Idaho
563,16,025,968.0,Camas County, Idaho
564,16,027,202782.0,Canyon County, Idaho
565,16,029,6813.0,Caribou County, Idaho
566,16,031,23441.0,Cassia County, Idaho
567,16,033,960.0,Clark County, Idaho
568,16,035,8528.0,Clearwater County, Idaho
569,16,037,4185.0,Custer County, Idaho
570,16,039,26103.0,Elmore County, Idaho
571,16,041,13013.0,Franklin County, Idaho
572,16,043,12896.0,Fremont County, Idaho
573,16,045,16853.0,Gem County, Idaho
574,16,047,15157.0,Gooding County, Idaho
575,16,049,16251.0,Idaho County, Idaho
576,16,051,27096.0,Jefferson County, Idaho
577,16,053,22694.0,Jerome County, Idaho
578,16,055,147716.0,Kootenai County, Idaho
579,16,057,38593.0,Latah County, Idaho
580,16,059,7743.0,Lemhi County, Idaho
581,16,061,3826.0,Lewis County, Idaho
582,16,063,5292.0,Lincoln County, Idaho
583,16,065,38114.0,Madison County, Idaho
584,16,067,20331.0,Minidoka County, Idaho
585,16,069,39995.0,Nez Perce County, Idaho
586,16,071,4269.0,Oneida County, Idaho
587,16,073,11356.0,Owyhee County, Idaho
588,16,075,22773.0,Payette County, Idaho
589,16,077,7696.0,Power County, Idaho
590,16,079,12551.0,Shoshone County, Idaho
591,16,081,10437.0,Teton County, Idaho
592,16,083,80955.0,Twin Falls County, Idaho
593,16,085,9897.0,Valley County, Idaho
594,16,087,10035.0,Washington County, Idaho
595,17,001,66949.0,Adams County, Illinois
596,17,003,7051.0,Alexander County, Illinois
597,17,005,17137.0,Bond County, Illinois
598,17,007,53656.0,Boone County, Illinois
599,17,009,6836.0,Brown County, Illinois
600,17,011,33822.0,Bureau County, Illinois
601,17,013,4962.0,Calhoun County, Illinois
602,17,015,14793.0,Carroll County, Illinois
603,17,017,13068.0,Cass County, Illinois
604,17,019,206420.0,Champaign County, Illinois
605,17,021,33888.0,Christian County, Illinois
606,17,023,16089.0,Clark County, Illinois
607,17,025,13466.0,Clay County, Illinois
608,17,027,37858.0,Clinton County, Illinois
609,17,029,52802.0,Coles County, Illinois
610,17,031,5227575.0,Cook County, Illinois
611,17,033,19441.0,Crawford County, Illinois
612,17,035,10890.0,Cumberland County, Illinois
613,17,037,104458.0,DeKalb County, Illinois
614,17,039,16322.0,De Witt County, Illinois
615,17,041,19770.0,Douglas County, Illinois
616,17,043,930514.0,DuPage County, Illinois
617,17,045,17828.0,Edgar County, Illinois
618,17,047,6612.0,Edwards County, Illinois
619,17,049,34356.0,Effingham County, Illinois
620,17,051,22025.0,Fayette County, Illinois
621,17,053,13758.0,Ford County, Illinois
622,17,055,39503.0,Franklin County, Illinois
623,17,057,36047.0,Fulton County, Illinois
624,17,059,5325.0,Gallatin County, Illinois
625,17,061,13390.0,Greene County, Illinois
626,17,063,50338.0,Grundy County, Illinois
627,17,065,8251.0,Hamilton County, Illinois
628,17,067,18633.0,Hancock County, Illinois
629,17,069,4173.0,Hardin County, Illinois
630,17,071,6966.0,Henderson County, Illinois
631,17,073,49681.0,Henry County, Illinois
632,17,075,28814.0,Iroquois County, Illinois
633,17,077,59188.0,Jackson County, Illinois
634,17,079,9592.0,Jasper County, Illinois
635,17,081,38523.0,Jefferson County, Illinois
636,17,083,22441.0,Jersey County, Illinois
637,17,085,22186.0,Jo Daviess County, Illinois
638,17,087,12866.0,Johnson County, Illinois
639,17,089,526615.0,Kane County, Illinois
640,17,091,111493.0,Kankakee County, Illinois
641,17,093,121452.0,Kendall County, Illinois
642,17,095,51752.0,Knox County, Illinois
643,17,097,702890.0,Lake County, Illinois
644,17,099,111935.0,LaSalle County, Illinois
645,17,101,16582.0,Lawrence County, Illinois
646,17,103,34718.0,Lee County, Illinois
647,17,105,37278.0,Livingston County, Illinois
648,17,107,29820.0,Logan County, Illinois
649,17,109,31727.0,McDonough County, Illinois
650,17,111,307083.0,McHenry County, Illinois
651,17,113,173254.0,McLean County, Illinois
652,17,115,108404.0,Macon County, Illinois
653,17,117,46482.0,Macoupin County, Illinois
654,17,119,266759.0,Madison County, Illinois
655,17,121,38503.0,Marion County, Illinois
656,17,123,12060.0,Marshall County, Illinois
657,17,125,13931.0,Mason County, Illinois
658,17,127,14883.0,Massac County, Illinois
659,17,129,12576.0,Menard County, Illinois
660,17,131,15971.0,Mercer County, Illinois
661,17,133,33703.0,Monroe County, Illinois
662,17,135,29301.0,Montgomery County, Illinois
663,17,137,34801.0,Morgan County, Illinois
664,17,139,14915.0,Moultrie County, Illinois
665,17,141,52034.0,Ogle County, Illinois
666,17,143,186818.0,Peoria County, Illinois
667,17,145,21595.0,Perry County, Illinois
668,17,147,16469.0,Piatt County, Illinois
669,17,149,16054.0,Pike County, Illinois
670,17,151,4255.0,Pope County, Illinois
671,17,153,5792.0,Pulaski County, Illinois
672,17,155,5746.0,Putnam County, Illinois
673,17,157,32934.0,Randolph County, Illinois
674,17,159,16072.0,Richland County, Illinois
675,17,161,146536.0,Rock Island County, Illinois
676,17,163,265569.0,St. Clair County, Illinois
677,17,165,24659.0,Saline County, Illinois
678,17,167,198639.0,Sangamon County, Illinois
679,17,169,7205.0,Schuyler County, Illinois
680,17,171,5169.0,Scott County, Illinois
681,17,173,22011.0,Shelby County, Illinois
682,17,175,5840.0,Stark County, Illinois
683,17,177,46283.0,Stephenson County, Illinois
